"species"	"IUCN_TS_sum.x"	"IUCN_TS_sum_InclOld.x"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"FD_G"	"ED"	"FDcat"	"EDcat"	"REC"	"OLD"	"PRED"	"Subset2"	"RLa"	"RLro"	"RLr"	"RLa_MLp_BS"	"RLro_MLpr_BS"	"RLr_MLpr_BS"	"RLa_MLp_WS"	"RLro_MLpr_WS"	"RLr_MLpr_WS"	"RLro_MLpr_EG_BS"	"RLro_MLpr_EG_WS"	"Nbe_unique_occ."	"Nbe_subPop"	"Nbe_loc"	"AOO2km"	"EOO_rCAT_conR2"	"HFI"	"HPD"	"FLO"	"bio4"	"bio15"	"Tflex_mean"	"Pflex_mean"	"ECO"	"TDWG3"	"preds"	"IUCN_TS_detail"	"IUCN_TS_sum.y"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld.y"
"Aiphanes duquei"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.898"	"0.102"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"1"	"1.63"	"1.05"	"NA"	"NA"	"1.05"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.740431129043374"	"0.259568870956626"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.248869254367356	"6.48834587144471"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	2	2	2	8	12	55.7996730804443	1687.31240844727	0.0225063068792224	22.7526931762695	32.1131086349487	0.796838679790658	0.3125	1	1	"YES"	"NE"	"NE"	"VU"	"nonLC"
"Aiphanes eggersii"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.624"	"0.376"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"1"	"2.37"	"1.75"	"1.75"	"2.80616218797213"	"1.75"	"1.75"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.644559011789943"	"0.355440988210057"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.248753231101686	"6.52341697161716"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	12	7	7	32	13898.3308592379	33.3120069503784	50.0940426190694	0.0570231783203781	96.4110247294108	113.501047770182	0.796630665255984	0.0148943540006928	4	1	"YES"	"NE"	"NE"	"NE"	"NE"
"Aiphanes erinacea"	"NE"	"NE"	"PREDICTED"	"LC"	"0.364"	"0.636"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"2.8"	"0.75"	"0.75"	"0.220893233455532"	"0.75"	"0.75"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.578700865908979"	"0.421299134091021"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.277781659443381	"6.72359950634733"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	59	16	23	140	24531.6938574647	26.1424209465415	29.5142797211469	0.0193347088889992	30.7038441350905	47.9350140781726	0.810282897062821	0.219655960543726	3	2	"YES"	"NE"	"NE"	"NE"	"NE"
"Aiphanes gelatinosa"	"NE"	"NE"	"PREDICTED"	"LC"	"0.506"	"0.494"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"7.3"	"1.5"	"1.5"	"1.76714586764426"	"1.5"	"1.5"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.704694472880469"	"0.295305527119531"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.225779620531783	"6.4769595660346"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	4	2	2	8	2.41874170273149	27.7650327682495	13.0791349411011	0.0207430543377995	25.5939788818359	33.99098777771	0.82529537932609	0.265822784810127	1	2	"YES"	"NE"	"NE"	"NE"	"NE"
"Aiphanes graminifolia"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.962"	"0.038"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"1"	"NA"	"0.5"	"0.5"	"0.0654498469497874"	"0.5"	"0.5"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.744072996597943"	"0.255927003402057"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.281413616934056	"6.39124928915876"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	2	1	1	8	NA	36.9151229858398	31.411584854126	0.0161088705062866	51.2779769897461	42.8993263244629	0.763438964758951	0.210526315789474	1	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Aiphanes grandis"	"nonLC"	"nonLC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"1"	"8.25"	"2.15"	"2.15"	"5.20372098143674"	"2.15"	"2.15"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.224322226883719	"7.85197274320636"	"NO"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	15	4	5	24	1985.72565597658	27.2721181233724	57.0219193776449	0.0226637097696463	25.9561401367188	93.7333730061849	0.788014596647274	0.0474202206978826	2	1	"YES"	"Threatened"	"nonLC"	"Threatened"	"nonLC"
"Aiphanes hirsuta"	"NE"	"LC"	"PREDICTED"	"LC"	"0.138"	"0.862"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"NA"	"1.35"	"1.35"	"1.28824933751266"	"1.35"	"1.35"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"LC"	"0.247484393081488"	"0.752515606918512"	"LC"	"LC"	"LC"	"LC"	"LC"	0.250167170129278	"6.04357525474784"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"LC"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	89	42	49	272	549846.618321424	28.1650218106388	45.5152286130391	0.0240700553194881	37.2970033924231	37.3665690047018	0.820980867048748	0.307567470096773	8	4	"YES"	"NE"	"NE"	"LC"	"LC"
"Aiphanes horrida"	"NE"	"NE"	"PREDICTED"	"LC"	"0.328"	"0.672"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"NA"	"1.95"	"1.95"	"3.88241947121444"	"1.95"	"1.95"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.129895097709235"	"0.870104902290765"	"NA"	"LC"	"LC"	"LC"	"LC"	0.220790376900148	"5.918058507788"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	133	78	87	440	4714204.10323872	21.6125597093338	101.048616738024	0.0787538893212725	79.7505652635617	48.5783770855208	0.766876637309497	0.203936797000536	22	6	"YES"	"NE"	"NE"	"NE"	"NE"
"Aiphanes killipii"	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.936"	"0.064"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.741594705173322"	"0.258405294826678"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.221748200322881	"NA"	"NO"	"NA"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	1	1	1	4	NA	33.7287940979004	41.971866607666	0.0385702177882195	34.2540016174316	41.0803031921387	0.769450360033885	0.224299065420561	1	1	"YES"	"NE"	"NE"	"NE"	"NE"
"Aiphanes leiostachys"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.886"	"0.114"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"1"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.743227430137923"	"0.256772569862077"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.275649864183679	"6.54690194175627"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	2	1	1	8	NA	31.1706562042236	54.2258071899414	0.023083271458745	39.8599662780762	27.5722846984863	0.812017498695025	0.428571428571429	1	1	"YES"	"NE"	"NE"	"EN"	"nonLC"
"Aiphanes lindeniana"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.05"	"0.95"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"1"	"1.92"	"1.5"	"1.5"	"1.76714586764426"	"1.5"	"1.5"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.556938147714372"	"0.443061852285628"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.226307561459695	"6.44828052899235"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	24	15	17	92	82312.0591615872	40.6413259506226	656.471915721893	0.032779233782397	29.8285284042358	35.9212313493093	0.789236980484428	0.306774306774306	4	2	"YES"	"NE"	"NE"	"VU"	"nonLC"
"Aiphanes linearis"	"NE"	"LC"	"PREDICTED"	"LC"	"0.24"	"0.76"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"3.22"	"4.5"	"2.65"	"16.5463758073757"	"4.5"	"2.65"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"	"nonLC"	"0.631222685730652"	"0.368777314269348"	"LC"	"LC"	"nonLC"	"LC"	"nonLC"	0.248995267188829	"6.3756916442658"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"LC"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"LC"	"nonLC"	14	11	10	48	115321.92683608	33.5609730311802	365.736028943743	0.0213179769260543	33.0627427782331	39.0355719157628	0.800894181206013	0.257579264059246	4	1	"YES"	"NE"	"NE"	"LC"	"LC"
"Aiphanes macroloba"	"NE"	"NE"	"PREDICTED"	"LC"	"0.392"	"0.608"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"2.27"	"1"	"0.7"	"0.256563400043166"	"1"	"0.7"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.653323153237693"	"0.346676846762307"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.278084778229149	"6.48958226655441"	"YES"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	20	8	9	56	56197.0955964913	21.024870967865	12.7203336238861	0.0140954964794219	28.1609794616699	28.9485362529755	0.826322731111992	0.458678693320332	2	2	"YES"	"NE"	"NE"	"NE"	"NE"
"Aiphanes minima"	"LC"	"LC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"5.45"	"1.4"	"1.55"	"1.59069308026763"	"1.55"	"1.4"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.234206974007234	"5.94485611073345"	"NO"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	3	2	2	12	635.81973167984	49.2190984090169	388.641515096029	0.199423097074032	117.462707519531	32.1650333404541	0.809701772170642	0.349162011173184	2	2	"YES"	"Not Threatened"	"LC"	"Not Threatened"	"LC"
"Aiphanes multiplex"	"NE"	"NE"	"NO_ML"	"NA"	"NA"	"NA"	"nonLC"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"Americas"	"E"	"1"	"NA"	"1.6"	"1.45"	"1.76138628111268"	"1.6"	"1.45"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	0.225734982405276	"6.56296717113741"	"NO"	"NO"	"NO"	"NO"	"NO"	"NOPRED_data_noAss_noOcc"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NE"	"NE"	"NE"	"NE"
"Aiphanes parvifolia"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.752"	"0.248"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"1"	"1.23"	"0.85"	"NA"	"NA"	"0.85"	"NA"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.666726551451111"	"0.333273448548889"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.249739386565373	"6.52573402472962"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	10	7	8	40	13463.2677216316	32.3323877334595	43.6767450332642	0.0783694760873914	39.6413408279419	36.1494676589966	0.81621149924584	0.28789186079954	3	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Aiphanes pilaris"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.804"	"0.196"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"1"	"NA"	"4.7"	"4.7"	"54.3615956789422"	"4.7"	"4.7"	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.744826706990022"	"0.255173293009978"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.228157949603202	"6.56274383187565"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	2	1	1	8	NA	30.3443241119385	42.4307746887207	0.00907417386770248	48.4236869812012	31.1686878204346	0.784332295579113	0.404320987654321	1	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Aiphanes simplex"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.13"	"0.87"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"1"	"1.25"	"0.9"	"0.9"	"0.38170350741116"	"0.9"	"0.9"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.529336084264407"	"0.470663915735593"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.278060885031491	"6.32197142605955"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	48	14	26	156	91741.0761529779	39.9577796061834	411.037387510141	0.0565582356454494	29.5354976654053	32.6229401826859	0.802258958514748	0.341653418124007	6	1	"YES"	"NE"	"NE"	"Possibly Threatened"	"nonLC"
"Aiphanes spicata"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.65"	"0.35"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	"1"	"1.3"	"1"	"0.9"	"0.424115008234622"	"1"	"0.9"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.691442490537429"	"0.308557509462571"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.330995593726149	"6.85393536380339"	"YES"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	5	5	5	20	3489.53565193871	25.8044519424438	27.271644115448	0.147775663249195	39.6475967407227	25.531502532959	0.76376382061787	0.429718875502008	2	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Aiphanes tricuspidata"	"NE"	"NE"	"PREDICTED"	"LC"	"0.092"	"0.908"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"1.58"	"0.75"	"0.75"	"0.220893233455532"	"0.75"	"0.75"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"nonLC"	"0.519820883157598"	"0.480179116842402"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.243701408409771	"6.52357542674342"	"NO"	"NO"	"NO"	"NO"	"YES"	"NEWPRED_data"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"nonLC"	"nonLC"	"nonLC"	"LC"	"nonLC"	30	16	18	80	80482.299938781	28.7224395686182	62.6835005601247	0.0431211201008409	50.8307287851969	59.4095105489095	0.825062176324942	0.282472406181015	5	2	"YES"	"NE"	"NE"	"NE"	"NE"
"Aiphanes truncata"	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.79"	"0.21"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"0.705855224262701"	"0.294144775737299"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.221748200322881	"NA"	"NO"	"NA"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	10	5	5	32	2583.20961884189	11.660603427887	2.28241328299046	0.0416652476415038	116.952131652832	60.0745704650879	0.725815804810035	0.144269662921348	2	1	"YES"	"NE"	"NE"	"Threatened"	"nonLC"
"Aiphanes ulei"	"NE"	"LC"	"PREDICTED"	"LC"	"0.166"	"0.834"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	"1"	"3.25"	"0.7"	"0.7"	"0.179594380030216"	"0.7"	"0.7"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"	"LC"	"0.197425200571196"	"0.802574799428804"	"LC"	"LC"	"LC"	"LC"	"LC"	0.220869668084582	"6.11950414966774"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"LC"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	157	74	83	444	711812.74283175	15.0348063258419	11.7694931036443	0.0365041501763177	45.5588950078199	20.3926491038814	0.810894431035644	0.540187920458126	7	4	"YES"	"NE"	"NE"	"LC"	"LC"
"Aiphanes verrucosa"	"nonLC"	"nonLC"	"TRAIN"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	"1"	"1.47"	"2.25"	"2.25"	"5.96411730329937"	"2.25"	"2.25"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.248290294269019	"6.37567120974826"	"NO"	"NO"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	13	3	4	36	500.509143894063	21.2785248389611	18.2127058689411	0.0166105391600957	34.4514934833233	33.8897925156813	0.764983745515371	0.356151268549544	2	1	"YES"	"Threatened"	"nonLC"	"Threatened"	"nonLC"
"Aiphanes weberbaueri"	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.084"	"0.916"	"NA"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	"1"	"NA"	"0.85"	"0.85"	"0.321555098064305"	"0.85"	"0.85"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"	"LC"	"0.324451161848065"	"0.675548838151935"	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	0.253731780181993	"6.50347210445926"	"NO"	"NO"	"NO"	"YES"	"YES"	"REPRED_data"	"nonLC"	"NA"	"NA"	"nonLC"	"LC"	"LC"	"nonLC"	"LC"	"LC"	"LC"	"LC"	51	36	40	180	675070.926001309	15.7253739600088	24.9859781928507	0.0570970996267016	45.9612644045961	28.5896881514905	0.787619823816632	0.450031826861872	8	2	"YES"	"NE"	"NE"	"Possibly Threatened"	"nonLC"
"Allagoptera arenaria"	"LC"	"LC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	"0"	"2.8"	"1.6"	"1.15"	"1.107935009166"	"1.6"	"1.15"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"	"NA"	"NA"	"NA"	"LC"	"LC"	"LC"	"LC"	"LC"	0.321237014228667	"8.48215431782535"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	"LC"	78	59	66	300	1881402.835403	39.0933852318006	419.515394877165	0.0937234793867295	171.961724892641	42.7913177441328	0.770578560635825	0.296252774513645	9	3	"YES"	"Not Threatened"	"LC"	"Not Threatened"	"LC"
"Allagoptera brevicalyx"	"nonLC"	"nonLC"	"TEST"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	"0"	"1.54"	"1.75"	"1.25"	"1.4317154020266"	"1.75"	"1.25"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	0.322429418005437	"7.57803884614602"	"YES"	"YES"	"YES"	"NO"	"NO"	"NOPRED_data_rec_TestTrainDypsis"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	33	22	24	132	391101.12315969	42.9156661756111	1204.07967243773	0.114402699481809	140.847667116107	47.4528969273423	0.803468037440097	0.263003748828491	8	1	"YES"	"Threatened"	"nonLC"	"Threatened"	"nonLC"
