"species"	"Americas"	"AfricaWAsia"	"EAsiaPacific"	"Climbing"	"Acaulescent"	"Erect"	"StemSolitary"	"StemArmed"	"LeavesArmed"	"MaxStemHeight_m"	"MaxStemDia_cm"	"UnderstoreyCanopy"	"MaxLeafNumber"	"Max_Blade_Length_m"	"Max_Rachis_Length_m"	"Max_Petiole_length_m"	"AverageFruitLength_cm"	"MinFruitLength_cm"	"MaxFruitLength_cm"	"AverageFruitWidth_cm"	"MinFruitWidth_cm"	"MaxFruitWidth_cm"	"FruitSizeCategorical"	"FruitShape"	"Conspicuousness"	"AnimalFood"	"EnvironmentalUses"	"Fuels"	"GeneSources"	"HumanFood"	"InvertebrateFood"	"Materials"	"Medicines"	"Poisons"	"SocialUses"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_MOST"	"Predicted_PnonLC_MOST"	"Predicted_PLC_MOST"	"Expert"	"subset_plot_iucn_MOST"	"subset_plot_IUCNpreds1_MOST"	"subset_plot_IUCNpreds2_MOST"	"subset_plot_IUCNpreds1_exp_MOST"	"subset_plot_IUCNpreds2_exp_MOST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"
"Aiphanes simplex"	1	0	0	0	0	1	"0"	1	1	4	2	"understorey"	9	0.96	0.7	0.29	0.9	NA	NA	0.9	0.8	1	"small"	"ovoid"	"conspicuous"	0	0	0	0	0	0	0	0	0	0	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.13"	"0.87"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	1	1.25	0.9	0.9	0.38170350741116	0.9	0.9	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"
"Aiphanes spicata"	1	0	0	0	1	0	"1"	0	1	0.3	2	"understorey"	12	1.05	0.8	0.25	1	NA	NA	0.9	NA	NA	"small"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.65"	"0.35"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	1	1.3	1	0.9	0.424115008234622	1	0.9	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Aiphanes tricuspidata"	1	0	0	0	0	1	"1"	1	1	4.5	6	"understorey"	10	1.38	1.2	0.2	0.75	NA	NA	0.75	0.6	1	"small"	"NA"	"cryptic"	0	0	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.092"	"0.908"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	1	1.58	0.75	0.75	0.220893233455532	0.75	0.75	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"
"Aiphanes truncata"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.79"	"0.21"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aiphanes ulei"	1	0	0	0	0	1	"1"	1	1	6	5	"canopy"	15	2.5	1.8	0.75	0.7	NA	NA	0.7	NA	1	"small"	"NA"	"conspicuous"	0	0	0	0	1	0	1	1	0	1	"NE"	"LC"	"PREDICTED"	"LC"	"0.166"	"0.834"	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	1	3.25	0.7	0.7	0.179594380030216	0.7	0.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"
"Aiphanes verrucosa"	1	0	0	0	0	1	"0"	1	1	8	5	"canopy"	5	1.3	1.15	0.17	2.25	NA	NA	2.25	2	2.5	"small"	"globose"	"cryptic"	0	0	0	0	1	0	1	0	0	0	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	1	1.47	2.25	2.25	5.96411730329937	2.25	2.25	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Aiphanes weberbaueri"	1	0	0	0	0	1	"2"	0	1	1.5	6	"understorey"	13	2	1.2	NA	0.85	NA	NA	0.85	0.7	1	"small"	"ovoid"	"conspicuous"	0	0	0	0	1	0	0	0	0	0	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.084"	"0.916"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	1	NA	0.85	0.85	0.321555098064305	0.85	0.85	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"NO"
"Allagoptera arenaria"	1	0	0	0	1	0	"2"	0	0	0.2	15	"understorey"	15	1.8	NA	1	1.6	1.2	2	1.15	1	1.3	"small"	"NA"	"cryptic"	0	1	0	0	0	0	0	0	0	0	"LC"	"LC"	"TEST"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	0	2.8	1.6	1.15	1.107935009166	1.6	1.15	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"
"Allagoptera brevicalyx"	1	0	0	0	1	0	"2"	0	0	2	NA	"understorey"	8	1.2	NA	0.34	1.75	1.5	2	1.25	1	1.5	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TEST"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	1.54	1.75	1.25	1.4317154020266	1.75	1.25	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Allagoptera campestris"	1	0	0	0	1	0	"1"	0	0	0.2	NA	"understorey"	10	0.97	0.66	0.34	1.35	1.2	1.5	0.6	0.5	0.7	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.488"	"0.512"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	0	1.31	1.35	0.6	0.254469004940773	1.35	0.6	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Allagoptera caudescens"	1	0	0	0	0	1	"1"	0	0	8	25	"canopy"	16	4	NA	0.61	4.25	4	4.5	3.25	3	3.5	"large"	"ovoid"	"cryptic"	0	0	0	0	0	0	0	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.152"	"0.848"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	4.61	4.25	3.25	23.5046762858424	4.25	3.25	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"NO"
"Allagoptera leucocalyx"	1	0	0	0	1	0	"1"	0	0	2	NA	"understorey"	30	2	1.3	0.75	2.65	2.3	3	1.75	1.5	2	"small"	"ovoid"	"cryptic"	1	0	0	0	1	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.21"	"0.79"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	0	2.75	2.65	1.75	4.24933131321494	2.65	1.75	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Allagoptera robusta"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.92"	"0.08"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ammandra decasperma"	1	0	0	0	1	0	"1"	0	0	1.5	15	"understorey"	10	4.5	4	3.25	10	NA	NA	10	8	12	"large"	"globose"	"cryptic"	0	1	0	0	1	0	1	1	0	1	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.144"	"0.856"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"A"	0	7.75	10	10	523.598775598299	10	10	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"
"Aphandra natalia"	1	0	0	0	0	1	"1"	0	0	11	30	"canopy"	36	6	5.4	1.6	4.75	NA	3.2	3.2	NA	NA	"large"	"rounded"	"cryptic"	1	1	1	0	1	0	1	0	0	1	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.276"	"0.724"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	0	7.6	4.75	3.2	25.4678444451013	4.75	3.2	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"YES"
"Archontophoenix alexandrae"	1	0	1	0	0	1	"1"	0	0	30	30	"canopy"	12	4.5	4	0.55	1.1	0.8	1.4	0.85	0.6	1.1	"small"	"ovoid"	"conspicuous"	0	1	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.164"	"0.836"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	5.05	1.1	0.85	0.416130126906748	1.1	0.85	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"
"Archontophoenix cunninghamiana"	0	0	1	0	0	1	"1"	0	0	30	30	"canopy"	12	4.5	4	0.55	1.25	1	1.5	1.1	NA	1.5	"small"	"ovoid"	"conspicuous"	0	1	0	0	0	0	0	0	0	0	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.68"	"0.32"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	5.05	1.25	1.1	0.791943148092427	1.25	1.1	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"
"Archontophoenix maxima"	0	0	1	0	0	1	"1"	0	0	22	30	"canopy"	11	5	3.4	1.7	1.25	1.1	1.4	0.9	0.7	1.1	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.856"	"0.144"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	6.7	1.25	0.9	0.530143760293277	1.25	0.9	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Archontophoenix myolensis"	0	0	1	0	0	1	"1"	0	0	20	30	"canopy"	12	4	3.8	0.22	1.7	1.3	2.1	1.1	1	1.2	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.962"	"0.038"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	4.22	1.7	1.1	1.0770426814057	1.7	1.1	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Archontophoenix purpurea"	0	0	1	0	0	1	"1"	0	0	25	45	"canopy"	15	6	4	2.1	2.3	2	2.6	2	1.8	2.2	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.746"	"0.254"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	8.1	2.3	2	4.81710873550435	2.3	2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Archontophoenix tuckeri"	0	0	1	0	0	1	"1"	0	0	20	26	"canopy"	12	3.15	1.75	1.45	2	1.5	2.5	1.25	1	1.5	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.548"	"0.452"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	4.6	2	1.25	1.63624617374468	2	1.25	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Areca abdulrahmanii"	0	0	1	0	1	0	"1"	0	0	2.5	1.3	"understorey"	NA	1	NA	NA	4	NA	NA	1.2	NA	NA	"large"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	0	NA	4	1.2	3.0159289474462	4	1.2	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Areca ahmadii"	0	0	1	0	1	0	"1"	0	0	0.08	2.5	"understorey"	NA	1	0.58	0.47	4.3	NA	NA	2	NA	NA	"large"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	0	1.47	4.3	2	9.00589894029074	4.3	2	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Areca andersonii"	0	0	1	0	1	0	"1"	0	0	2.5	1.3	"understorey"	NA	0.8	0.8	NA	2.1	NA	NA	0.7	NA	NA	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	0	NA	2.1	0.7	0.538783140090649	2.1	0.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Areca arundinacea"	0	0	1	0	1	0	"0"	0	0	2.5	0.8	"understorey"	8	0.5	NA	NA	1.9	NA	NA	1.1	NA	NA	"small"	"elongate"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.786"	"0.214"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	0	NA	1.9	1.1	1.20375358510049	1.9	1.1	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Areca bakeri"	0	0	1	0	0	1	"NA"	0	0	NA	NA	"NA"	NA	NA	NA	NA	6.26	6	6.5	1.4	1.3	1.45	"large"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	6.26	1.4	6.42434753708089	6.26	1.4	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Areca brachypoda"	0	0	1	0	1	0	"1"	0	0	0.06	0.3	"understorey"	NA	1.15	NA	0.45	2.2	NA	NA	0.5	NA	NA	"small"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	0	1.6	2.2	0.5	0.287979326579064	2.2	0.5	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Areca caliso"	0	0	1	0	0	1	"1"	0	0	6	12	"canopy"	6	2.15	NA	NA	3	NA	NA	1.6	NA	NA	"small"	"globose"	"conspicuous"	0	0	0	0	1	0	0	0	0	1	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.666"	"0.334"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	3	1.6	4.02123859659494	3	1.6	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"
"Areca camarinensis"	0	0	1	0	0	1	"1"	0	0	3	9	"understorey"	NA	1.5	NA	NA	5	3.5	5.5	1.7	1.5	2.5	"large"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TEST"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	5	1.7	7.56600230739542	5	1.7	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Areca catechu"	1	0	1	0	0	1	"1"	0	0	25	30	"canopy"	10	3.15	2.05	1.25	6.5	5	8	4.75	3.5	6	"large"	"ovoid"	"conspicuous"	0	1	1	0	1	1	1	1	1	1	"LC"	"LC"	"TEST"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	4.4	6.5	4.75	76.789032933838	6.5	4.75	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"YES"
"Areca chaiana"	0	0	1	0	0	1	"1"	0	0	3	8	"understorey"	NA	1.15	NA	0.7	3	NA	NA	0.8	NA	NA	"small"	"elongate"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.856"	"0.144"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	1.85	3	0.8	1.00530964914873	3	0.8	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Areca churchii"	0	0	1	0	0	1	"NA"	0	0	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.932"	"0.068"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	NA	NA	"YES"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Areca concinna"	0	0	1	0	0	1	"0"	0	0	5	6	"understorey"	8	2	1.5	0.18	3	NA	NA	1.2	NA	NA	"small"	"ovoid"	"conspicuous"	0	0	0	0	0	0	0	1	0	1	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	2.18	3	1.2	2.26194671058465	3	1.2	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"
"Areca congesta"	0	0	1	0	0	1	"NA"	0	0	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Areca costulata"	0	0	1	0	0	1	"1"	0	0	5	NA	"understorey"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Areca dayung"	0	0	1	0	0	1	"0"	0	0	NA	1	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"globose"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.722"	"0.278"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Areca dransfieldii"	0	0	1	0	0	1	"NA"	0	0	NA	NA	"NA"	NA	NA	NA	NA	3.8	NA	NA	1	NA	NA	"small"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.756"	"0.244"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	3.8	1	1.98967534727354	3.8	1	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Areca furcata"	0	0	1	0	0	1	"0"	0	0	2	2	"understorey"	NA	NA	NA	NA	1	NA	NA	0.4	NA	NA	"small"	"ovoid"	"conspicuous"	0	0	0	0	0	0	0	0	0	1	"NE"	"NE"	"PREDICTED"	"LC"	"0.352"	"0.648"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	NA	1	0.4	0.0837758040957278	1	0.4	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"NO"	"NO"	"YES"
"Areca gurita"	0	0	1	0	0	1	"NA"	0	0	NA	NA	"NA"	NA	NA	NA	NA	2	NA	NA	1	NA	NA	"small"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.68"	"0.32"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	2	1	1.0471975511966	2	1	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Areca hutchinsoniana"	0	0	1	0	0	1	"1"	0	0	3	3	"understorey"	NA	2	NA	NA	3	NA	NA	1.7	NA	NA	"small"	"globose"	"conspicuous"	0	0	0	0	0	0	0	1	0	0	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.866"	"0.134"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	3	1.7	4.53960138443725	3	1.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	"YES"	"NO"	"NO"	"YES"	"NO"
"Areca insignis"	0	0	1	0	1	0	"1"	0	0	3.5	2.5	"understorey"	10	1.2	1.2	0	2.2	NA	NA	1	NA	NA	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.558"	"0.442"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"A"	0	1.2	2.2	1	1.15191730631626	2.2	1	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Areca ipot"	0	0	1	0	0	1	"1"	0	0	4	12.7	"understorey"	NA	2.4	2.4	NA	5	NA	NA	3	NA	NA	"large"	"NA"	"conspicuous"	0	1	0	0	0	0	0	0	0	1	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.952"	"0.048"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"E"	0	NA	5	3	23.5619449019234	5	3	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	"YES"	"NO"	"NO"	"NO"	"YES"
"Areca jokowi"	0	0	1	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	0	0	0	0	0	0	0	0	0	1	"NE"	"NE"	"NO_ML"	NA	NA	NA	"nonLC"	NA	NA	NA	"nonLC"	"nonLC"	"EAsiaPacific"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	"YES"	"NO"	"NO"	"NO"	"YES"
"Areca jugahpunya"	0	0	1	0	1	0	"2"	0	0	1.5	15	"understorey"	NA	2.5	1.5	NA	5.5	NA	NA	1	NA	NA	"large"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.886"	"0.114"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"EAsiaPacific"	"A"	0	NA	5.5	1	2.87979326579064	5.5	1	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Areca kinabaluensis"	0	0	1	0	0	1	"1"	0	0	5	2.5	"understorey"	6	1.5	NA	1.85	2	NA	NA	0.8	NA	NA	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.232"	"0.768"	NA	NA	"LC"	"LC"	"LC"	"LC"	"EAsiaPacific"	"E"	0	3.35	2	0.8	0.670206432765823	2	0.8	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
